"TermDesc","Department","CRN","Subject","Course","Section","Title","CurrentEnrollment","Capacity","CrosslistID","CrosslistEnrollment","WaitlistEnrollment","WaitlistCapacity","ScheduleMethod","Days","BeginTime","EndTime","Bldg","Room","Center","StartDate","EndDate","Instructor"
"Spring 2026",Mathematics,36270,MATH," 90",S03,"Precalculus Algebra",10,35,,,0,0,Lec,"MT; W","0910; 0910","1100; 1000","HC; HC","213; 213",Ocean,1/9/2026,5/20/2026,"Bravewoman; Staff"
"Spring 2026",Mathematics,34917,MATH," 90",S06,"Precalculus Algebra",22,35,,,0,0,Lec,TR,1010,1225,HBB,380,Ocean,1/9/2026,5/20/2026,Russakovskii
"Spring 2026",Mathematics,31583,MATH," 90",S31,"Precalculus Algebra",57,65,,,0,0,Onl,"TBA; TBA","TBA; TBA","TBA; TBA","TBA; TBA",,Online,1/9/2026,5/20/2026,"Greenberg; Greenberg"
"Spring 2026",Mathematics,30214,MATH," 90",S51,"Precalculus Algebra",20,35,,,0,0,Lec,TR,1710,1925,BATL,653,Ocean,1/9/2026,5/20/2026,Urman
"Spring 2026",Mathematics,34916,MATH," 90",S52,"Precalculus Algebra",22,40,,,0,0,Lec,MW,1840,2055,BATL,653,Ocean,1/9/2026,5/20/2026,Jeh
"Spring 2026",Mathematics,36008,MATH," 90S",S02,"Precalculus Algebra Support",32,35,,,0,0,Lec,MW,1210,1325,BATL,753,Ocean,1/9/2026,5/20/2026,Wong
"Spring 2026",Mathematics,36271,MATH," 90S",S03,"Precalculus Algebra Support",10,35,,,0,0,Lec,"W; R","1010; 0910","1100; 1100","HC; HC","213; 213",Ocean,1/9/2026,5/20/2026,"Bravewoman; Bravewoman"
"Spring 2026",Mathematics,34919,MATH," 90S",S06,"Precalculus Algebra Support",22,35,,,0,0,Lec,TR,1240,1355,HBB,380,Ocean,1/9/2026,5/20/2026,Russakovskii
"Spring 2026",Mathematics,32867,MATH," 90S",S31,"Precalculus Algebra Support",57,65,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/9/2026,5/20/2026,Greenberg
"Spring 2026",Mathematics,35470,MATH," 90S",S51,"Precalculus Algebra Support",20,35,,,0,0,Lec,TR,1940,2055,BATL,653,Ocean,1/9/2026,5/20/2026,Urman
"Spring 2026",Mathematics,34918,MATH," 90S",S52,"Precalculus Algebra Support",22,40,,,0,0,Lec,MW,1710,1825,BATL,653,Ocean,1/9/2026,5/20/2026,Jeh
"Spring 2026",Mathematics,36272,MATH," 95",001,Trigonometry,15,35,,,0,0,Lec,MW,1110,1225,BATL,611,Ocean,1/9/2026,5/20/2026,Hellerstein
"Spring 2026",Mathematics,32356,MATH," 95",863,Trigonometry,33,40,,,0,0,Hyb,"T; TBA","1410; TBA","1525; TBA","JDVL; TBA",810,Ocean,1/9/2026,5/20/2026,"Vo; Staff"
"Spring 2026",Mathematics,30223,MATH," 95",961,Trigonometry,21,40,,,0,0,Hyb,"TBA; F","TBA; 1010","TBA; 1200","TBA; HC",215,Ocean,1/26/2026,3/22/2026,"Fahey; Staff"
"Spring 2026",Mathematics,36273,MATH," 95",962,Trigonometry,23,40,,,0,0,Hyb,"TBA; F","TBA; 1010","TBA; 1200","TBA; HC",215,Ocean,3/23/2026,5/20/2026,"Fahey; Staff"
"Spring 2026",Mathematics,34250,MATH," 98",861,"Precalculus & Trigonometry",24,40,,,0,0,Hyb,"R; TBA","1640; TBA","1955; TBA","MIC; TBA",254,Mission,1/9/2026,5/20/2026,"Vo; Staff"
"Spring 2026",Mathematics,34921,MATH," 98",862,"Precalculus & Trigonometry",20,40,,,0,0,Hyb,"TBA; S","TBA; 1010","TBA; 1100","TBA; HBB",380,Ocean,1/9/2026,5/20/2026,"Nguyen; Staff"
"Spring 2026",Mathematics,31759,MATH,100B,501,"Short Calculus II",17,35,,,0,0,Lec,TR,1840,1955,JDVL,803,Ocean,1/9/2026,5/20/2026,Bradach
"Spring 2026",Mathematics,34244,MATH,108,961,"Foundations of Data Science",11,40,,,0,0,Hyb,"R; TBA","1310; TBA","1525; TBA","HC; TBA",202,Ocean,1/26/2026,5/20/2026,"McLanahan; Staff"
"Spring 2026",Mathematics,34245,MATH,108,962,"Foundations of Data Science",30,40,,,0,0,Hyb,"W; TBA","1810; TBA","2025; TBA","CHNB; TBA",1405,"Chinatown/North Beach",1/26/2026,5/20/2026,"Wiggins; Staff"
"Spring 2026",Mathematics,34246,MATH,108,963,"Foundations of Data Science",15,40,,,0,0,Hyb,"R; TBA","1810; TBA","2025; TBA","MIC; TBA",277,Mission,1/26/2026,5/20/2026,"Page II; Staff"
"Spring 2026",Mathematics,35841,MATH,108,964,"Foundations of Data Science",13,40,,,0,0,Hyb,"R; TBA","1010; TBA","1225; TBA","HC; TBA",202,Ocean,1/26/2026,5/20/2026,"McLanahan; Staff"
"Spring 2026",Mathematics,36247,MATH,108,965,"Foundations of Data Science",25,40,,,0,0,Hyb,"F; TBA","0940; TBA","1155; TBA","JDVL; TBA",801,Ocean,1/26/2026,5/20/2026,"Mohammadzadeh; Mohammadzadeh"
"Spring 2026",Mathematics,33632,MATH,110A,001,"Calculus I",18,35,,,0,0,Lec,MW,0840,1055,JDVL,806,Ocean,1/9/2026,5/20/2026,Dudum
"Spring 2026",Mathematics,32359,MATH,110A,002,"Calculus I",26,35,,,0,0,Lec,MW,1110,1325,JDVL,806,Ocean,1/9/2026,5/20/2026,Dudum
"Spring 2026",Mathematics,30229,MATH,110A,003,"Calculus I",12,35,,,0,0,Lec,MW,1310,1545,HC,213,Ocean,1/26/2026,5/20/2026,McLanahan
"Spring 2026",Mathematics,30864,MATH,110A,861,"Calculus I",17,40,,,0,0,Hyb,"TBA; F; F","TBA; 1310; 1310","TBA; 1600; 1600","TBA; HBB; HBB","398; 398",Ocean,1/9/2026,5/20/2026,"Greenberg; Greenberg; Staff"
"Spring 2026",Mathematics,30227,MATH,110A,869,"Calculus I",27,40,,,0,0,Hyb,"T; TBA","1640; TBA","1900; TBA","HC; TBA",206,Ocean,1/9/2026,5/20/2026,"Vo; Staff"
"Spring 2026",Mathematics,30228,MATH,110A,931,"Calculus I",32,40,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Liu
"Spring 2026",Mathematics,30231,MATH,110A,932,"Calculus I",36,40,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Liu
"Spring 2026",Mathematics,36249,MATH,110A,933,"Calculus I",35,40,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Bertens
"Spring 2026",Mathematics,30812,MATH,110A,961,"Calculus I",19,40,,,0,0,Hyb,"TBA; R","TBA; 1110","TBA; 1300","TBA; HC",213,Ocean,1/26/2026,5/20/2026,"Stevens; Stevens"
"Spring 2026",Mathematics,34975,MATH,110A,962,"Calculus I",27,40,,,0,0,Hyb,"TBA; F; F; F; F; F","TBA; 1310; 1310; 1310; 1310; 1310","TBA; 1500; 1500; 1500; 1500; 1500","TBA; STEM; STEM; STEM; STEM; STEM","317; 317; 317; 317; 317",Ocean,2/23/2026,5/20/2026,"Bertens; Staff; Staff; Staff; Staff; Staff"
"Spring 2026",Mathematics,30230,MATH,110A,S04,"Calculus I",30,35,,,0,0,Lec,"TR; TBA","0910; TBA","1125; TBA","BATL; TBA",753,Ocean,1/9/2026,5/20/2026,"Fuchs; Fuchs"
"Spring 2026",Mathematics,36252,MATH,110A,S06,"Calculus I",34,35,,,0,0,Lec,TR,1140,1355,HC,206,Ocean,1/9/2026,5/20/2026,Dadmehr
"Spring 2026",Mathematics,36253,MATH,110A,S07,"Calculus I",17,35,,,0,0,Lec,MW,1010,1225,HBB,261,Ocean,1/9/2026,5/20/2026,Hu
"Spring 2026",Mathematics,30232,MATH,110A,S61,"Calculus I",24,40,,,0,0,Hyb,"MW; TBA","1010; TBA","1100; TBA","CHNB; TBA",605,"Chinatown/North Beach",1/9/2026,5/20/2026,"Lum; Staff"
"Spring 2026",Mathematics,36254,MATH,110A,S62,"Calculus I",16,40,,,0,0,Hyb,"W; TBA","1310; TBA","1400; TBA","BATL; TBA",713,Ocean,1/9/2026,5/20/2026,"Lockman; Lockman"
"Spring 2026",Mathematics,36255,MATH,110A,S63,"Calculus I",15,40,,,0,0,Hyb,"M; TBA","1710; TBA","1800; TBA","MIC; TBA",274,Mission,1/9/2026,5/20/2026,"Lockman; Staff"
"Spring 2026",Mathematics,35946,MATH,110B,001,"Calculus II",32,35,,,0,0,Lec,MW,0840,1055,CLOU,266,Ocean,1/9/2026,5/20/2026,Nanjo
"Spring 2026",Mathematics,30394,MATH,110B,002,"Calculus II",27,35,,,0,0,Lec,TR,1110,1345,BATL,553,Ocean,1/26/2026,5/20/2026,Rankenburg
"Spring 2026",Mathematics,30237,MATH,110B,003,"Calculus II",29,35,,,0,0,Lec,MW,1110,1345,HC,205,Ocean,1/26/2026,5/20/2026,Liu
"Spring 2026",Mathematics,30239,MATH,110B,004,"Calculus II",17,35,,,0,0,Lec,MW,1410,1625,BATL,753,Ocean,1/9/2026,5/20/2026,Lee
"Spring 2026",Mathematics,32761,MATH,110B,501,"Calculus II",21,35,,,0,0,Lec,TR,1810,2045,MIC,321,Mission,1/26/2026,5/20/2026,Rankenburg
"Spring 2026",Mathematics,34608,MATH,110B,961,"Calculus II",24,40,,,0,0,Hyb,"W; TBA","1810; TBA","2025; TBA","CHNB; TBA",1401,"Chinatown/North Beach",1/26/2026,5/20/2026,"Bass; Staff"
"Spring 2026",Mathematics,34899,MATH,110B,962,"Calculus II",72,65,,,0,0,Hyb,"TR; TBA","1010; TBA","1125; TBA","STEM; TBA",102,Ocean,1/26/2026,5/20/2026,"Saunders; Staff"
"Spring 2026",Mathematics,36005,MATH,110B,963,"Calculus II",30,40,,,0,0,Hyb,"TBA; F; F","TBA; 0810; 0810","TBA; 1000; 1000","TBA; HBB; HBB","398; 380",Ocean,1/26/2026,5/20/2026,"Bass; Staff; Staff"
"Spring 2026",Mathematics,30242,MATH,110C,001,"Calculus III",24,35,,,0,0,Lec,TR,1110,1325,BATL,653,Ocean,1/9/2026,5/20/2026,Lee
"Spring 2026",Mathematics,30245,MATH,110C,002,"Calculus III",38,35,,,0,0,Lec,"MW; TBA","1410; TBA","1645; TBA","HC; TBA",205,Ocean,1/26/2026,5/20/2026,"Liu; Liu"
"Spring 2026",Mathematics,36450,MATH,110C,501,"Calculus III",30,35,,,0,0,Lec,MW,1810,2025,HC,215,Ocean,1/9/2026,5/20/2026,Rankenburg
"Spring 2026",Mathematics,31584,MATH,110C,961,"Calculus III",38,40,,,0,0,Hyb,"R; TBA","0810; TBA","1025; TBA","JDVL; TBA",801,Ocean,1/26/2026,5/20/2026,"Bass; Staff"
"Spring 2026",Mathematics,36256,MATH,110S,S04,"Support for Calculus I",30,35,,,0,0,Lec,TR,1140,1230,BATL,753,Ocean,1/9/2026,5/20/2026,Fuchs
"Spring 2026",Mathematics,36258,MATH,110S,S06,"Support for Calculus I",34,35,,,0,0,Lec,TR,1410,1500,HC,206,Ocean,1/9/2026,5/20/2026,Dadmehr
"Spring 2026",Mathematics,36259,MATH,110S,S07,"Support for Calculus I",17,35,,,0,0,Lec,MW,0910,1000,HBB,261,Ocean,1/9/2026,5/20/2026,Hu
"Spring 2026",Mathematics,36260,MATH,110S,S61,"Support for Calculus I",24,40,,,0,0,Lec,MW,1110,1200,CHNB,605,"Chinatown/North Beach",1/9/2026,5/20/2026,Lum
"Spring 2026",Mathematics,36261,MATH,110S,S62,"Support for Calculus I",16,40,,,0,0,Lec,W,1410,1600,BATL,713,Ocean,1/9/2026,5/20/2026,Lockman
"Spring 2026",Mathematics,36262,MATH,110S,S63,"Support for Calculus I",15,40,,,0,0,Lec,M,1810,2000,MIC,274,Mission,1/9/2026,5/20/2026,Lockman
"Spring 2026",Mathematics,30246,MATH,115,001,"Discrete Mathematics",37,35,,,0,0,Lec,TR,0940,1055,JDVL,805,Ocean,1/9/2026,5/20/2026,Mohammadzadeh
"Spring 2026",Mathematics,36263,MATH,115,502,"Discrete Mathematics",9,35,,,0,0,Lec,W,1710,2000,JDVL,805,Ocean,1/9/2026,5/20/2026,Rebouh
"Spring 2026",Mathematics,34248,MATH,115,961,"Discrete Mathematics",29,40,,,0,0,Hyb,"TBA; S","TBA; 0840","TBA; 0930","TBA; HBB",380,Ocean,1/26/2026,5/20/2026,"Nguyen; Staff"
"Spring 2026",Mathematics,30901,MATH,115,962,"Discrete Mathematics",21,40,,,0,0,Hyb,"T; TBA","1710; TBA","1825; TBA","JDVL; TBA",804,Ocean,1/26/2026,5/20/2026,"Nguyen; Staff"
"Spring 2026",Mathematics,34900,MATH,120,502,"Linear Algebra",27,35,,,0,0,Lec,W,1710,2000,JDVL,810,Ocean,1/9/2026,5/20/2026,Ivanov
"Spring 2026",Mathematics,36264,MATH,120,962,"Linear Algebra",39,40,,,0,0,Hyb,"TBA; S; S","TBA; 1010; 1010","TBA; 1200; 1200","TBA; CHNB; CHNB","1405; 1405","Chinatown/North Beach",1/26/2026,5/20/2026,"Rankenburg; Staff; Staff"
"Spring 2026",Mathematics,30249,MATH,130,001,"Linear Alg & Diff Equations",17,35,,,0,0,Lec,TR,1410,1625,BATL,611,Ocean,1/9/2026,5/20/2026,Lee
"Spring 2026",Mathematics,35463,MATH,130,501,"Linear Alg & Diff Equations",53,35,,,0,0,Lec,TR,1710,1925,JDVL,810,Ocean,1/9/2026,5/20/2026,Ivanov
"Spring 2026",Mathematics,36001,MATH,130,961,"Linear Alg & Diff Equations",33,40,,,0,0,Hyb,"TBA; F; F","TBA; 1110; 1110","TBA; 1300; 1300","TBA; HBB; HBB","398; 398",Ocean,1/26/2026,5/20/2026,"Bass; Staff; Staff"
"Spring 2026",Mathematics,36274,STAT,C1000,001,"Introduction to Statistics",20,35,,,0,0,Lec,TR,1010,1225,HC,215,Ocean,1/9/2026,5/20/2026,Hu
"Spring 2026",Mathematics,36275,STAT,C1000,002,"Introduction to Statistics",33,35,,,0,0,Lec,"TR; TBA","0910; TBA","1125; TBA","HBB; TBA",255,Ocean,1/9/2026,5/20/2026,"Lum; Lum"
"Spring 2026",Mathematics,36277,STAT,C1000,005,"Introduction to Statistics",24,35,,,0,0,Lec,TR,1310,1525,HBB,370,Ocean,1/9/2026,5/20/2026,Hu
"Spring 2026",Mathematics,36278,STAT,C1000,931,"Introduction to Statistics",40,40,,,0,0,Onl,"TBA; TBA","TBA; TBA","TBA; TBA","TBA; TBA",,Online,1/26/2026,5/20/2026,"Bertens; Bertens"
"Spring 2026",Mathematics,36279,STAT,C1000,934,"Introduction to Statistics",36,40,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Aggarwal
"Spring 2026",Mathematics,36281,STAT,C1000,961,"Introduction to Statistics",21,40,,,0,0,Hyb,"S; TBA","1010; TBA","1200; TBA","CHNB; TBA",1401,"Chinatown/North Beach",1/26/2026,5/20/2026,"Nguyen; Staff"
"Spring 2026",Mathematics,36280,STAT,C1000,962,"Introduction to Statistics",24,40,,,0,0,Hyb,"TBA; S","TBA; 1140","TBA; 1230","TBA; HBB",398,Ocean,1/26/2026,5/20/2026,"Nguyen; Staff"
"Spring 2026",Mathematics,36282,STAT,C1000,963,"Introduction to Statistics",22,40,,,0,0,Hyb,"R; TBA","1210; TBA","1425; TBA","HBB; TBA",255,Ocean,1/26/2026,5/20/2026,"Page II; Staff"
"Spring 2026",Mathematics,36284,STAT,C1000,966,"Introduction to Statistics",31,40,,,0,0,Hyb,"TBA; F","TBA; 1030","TBA; 1220","TBA; STEM",317,Ocean,1/26/2026,5/20/2026,"Stevens; Staff"
"Spring 2026",Mathematics,36285,STAT,C1000,967,"Introduction to Statistics",30,40,,,0,0,Hyb,"TBA; F","TBA; 1310","TBA; 1500","TBA; HBB",370,Ocean,1/26/2026,5/20/2026,"Stevens; Staff"
"Spring 2026",Mathematics,36286,STAT,C1000,968,"Introduction to Statistics",33,40,,,0,0,Hyb,"TBA; F; F; F; F; F","TBA; 1110; 1110; 1110; 1110; 1110","TBA; 1300; 1300; 1300; 1300; 1300","TBA; HBB; HBB; HBB; HBB; HBB","398; 398; 398; 398; 330",Ocean,2/23/2026,5/20/2026,"Bertens; Staff; Staff; Staff; Staff; Staff"
"Spring 2026",Mathematics,36287,STAT,C1000,969,"Introduction to Statistics",21,40,,,0,0,Hyb,"W; TBA","1810; TBA","2025; TBA","HBB; TBA",255,Ocean,1/26/2026,5/20/2026,"Aggarwal; Staff"
"Spring 2026",Mathematics,36288,STAT,C1000,S01,"Introduction to Statistics",22,35,,,0,0,Lec,MW,1110,1325,HC,214,Ocean,1/9/2026,5/20/2026,Vysotskiy
"Spring 2026",Mathematics,36289,STAT,C1000,S03,"Introduction to Statistics",26,35,,,0,0,Lec,MW,0840,1055,HC,215,Ocean,1/9/2026,5/20/2026,Maoujoudi
"Spring 2026",Mathematics,36290,STAT,C1000,S31,"Introduction to Statistics",49,40,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/9/2026,5/20/2026,Fredericks
"Spring 2026",Mathematics,36291,STAT,C1000,S32,"Introduction to Statistics",31,40,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,"Page II"
"Spring 2026",Mathematics,36399,STAT,C1000,S33,"Introduction to Statistics",26,35,,,0,0,Lec,TR,1810,2025,HC,205,Ocean,1/9/2026,5/20/2026,Rebouh
"Spring 2026",Mathematics,36292,STAT,C1000,S62,"Introduction to Statistics",37,40,,,0,0,Hyb,"T; TBA","1110; TBA","1325; TBA","JDVL; TBA",805,Ocean,1/9/2026,5/20/2026,"Mohammadzadeh; Staff"
"Spring 2026",Mathematics,36293,STAT," 80S",S01,"Support for Statistics",22,35,,,0,0,Lec,MW,1340,1430,HC,214,Ocean,1/9/2026,5/20/2026,Vysotskiy
"Spring 2026",Mathematics,36294,STAT," 80S",S03,"Support for Statistics",26,35,,,0,0,Lec,MW,1110,1200,HC,215,Ocean,1/9/2026,5/20/2026,Maoujoudi
"Spring 2026",Mathematics,36295,STAT," 80S",S31,"Support for Statistics",49,40,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/9/2026,5/20/2026,Fredericks
"Spring 2026",Mathematics,36296,STAT," 80S",S32,"Support for Statistics",31,40,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,"Page II"
"Spring 2026",Mathematics,36398,STAT," 80S",S33,"Support for Statistics",26,35,,,0,0,Lec,TR,1710,1800,HBB,250,Ocean,1/9/2026,5/20/2026,Rebouh
"Spring 2026",Mathematics,36297,STAT," 80S",S62,"Support for Statistics",37,40,,,0,0,Lec,R,1110,1300,JDVL,805,Ocean,1/9/2026,5/20/2026,Mohammadzadeh
"Spring 2026",Physics,34212,PHYC,"  2B",831,"Introductory Physics",44,40,,,0,0,Onl,"TBA; TBA","TBA; TBA","TBA; TBA","TBA; TBA",,Online,1/9/2026,5/20/2026,"Pevyhouse; Pevyhouse"
"Spring 2026",Physics,30972,PHYC,"  2B",832,"Introductory Physics",39,40,,,0,0,Onl,"TBA; TBA","TBA; TBA","TBA; TBA","TBA; TBA",,Online,1/9/2026,5/20/2026,"Pevyhouse; Pevyhouse"
"Spring 2026",Physics,31616,PHYC,"  4A",001,"Mechanics for Sci and Engn",38,35,,,0,0,L/L,"MWF; M","1110; 1010","1200; 1100","SCIE; SCIE","100; 108",Ocean,1/9/2026,5/20/2026,"King; King"
"Spring 2026",Physics,31617,PHYC,"  4A",002,"Mechanics for Sci and Engn",35,35,,,0,0,L/L,"MWF; W","1110; 1210","1200; 1300","SCIE; SCIE","100; 108",Ocean,1/9/2026,5/20/2026,"King; King"
"Spring 2026",Physics,31618,PHYC,"  4A",003,"Mechanics for Sci and Engn",34,35,,,0,0,L/L,"MWF; F","1110; 1210","1200; 1300","SCIE; SCIE","100; 108",Ocean,1/9/2026,5/20/2026,"King; King"
"Spring 2026",Physics,35461,PHYC,"  4B",001,"Elec & Mag for Sci and Engn",44,40,,,0,0,L/L,"MWF; M","1210; 1310","1300; 1400","SCIE; SCIE","100; 108",Ocean,1/9/2026,5/20/2026,"Bollinger; Bollinger"
"Spring 2026",Physics,31622,PHYC,"  4B",002,"Elec & Mag for Sci and Engn",39,40,,,0,0,L/L,"MWF; W","1210; 1310","1300; 1400","SCIE; SCIE","100; 108",Ocean,1/9/2026,5/20/2026,"Bollinger; Bollinger"
"Spring 2026",Physics,35934,PHYC,"  4C",001,"Wave & Therm for Sci and Engn",37,36,,,0,0,L/L,"TR; T","1440; 1610","1555; 1700","SCIE; SCIE","100; 108",Ocean,1/9/2026,5/20/2026,"Kaci; Kaci"
"Spring 2026",Physics,35935,PHYC,"  4C",002,"Wave & Therm for Sci and Engn",34,36,,,0,0,L/L,"TR; R","1440; 1610","1555; 1700","SCIE; SCIE","100; 108",Ocean,1/9/2026,5/20/2026,"Kaci; Kaci"
"Spring 2026",Physics,35938,PHYC,"  4D",001,"Mod Physics for Sci and Engn",34,45,,,0,0,L/L,"M; T","1110; 1110","1400; 1200","SCIE; SCIE","200; 200",Ocean,1/9/2026,5/20/2026,"Cauthen; Cauthen"
"Spring 2026",Physics,30967,PHYC," 10",001,"Conceptual Physics",96,95,,,0,0,Lec,TR,0940,1055,SCIE,100,Ocean,1/9/2026,5/20/2026,Evans
"Spring 2026",Physics,30965,PHYC," 10",931,"Conceptual Physics",112,110,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Cauthen
"Spring 2026",Physics,36238,PHYC," 10",932,"Conceptual Physics",114,110,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,3/23/2026,5/20/2026,Evans
"Spring 2026",Physics,30975,PHYC," 10L",001,"Conceptual Physics Laboratory",27,24,,,0,0,Lab,T,1110,1400,SCIE,158,Ocean,1/9/2026,5/20/2026,Kaci
"Spring 2026",Physics,30973,PHYC," 10L",002,"Conceptual Physics Laboratory",26,24,,,0,0,Lab,R,1110,1400,SCIE,158,Ocean,1/9/2026,5/20/2026,Kaci
"Spring 2026",Physics,31382,PHYC," 10L",003,"Conceptual Physics Laboratory",31,24,,,0,0,Lab,R,1410,1700,SCIE,158,Ocean,1/9/2026,5/20/2026,Yadak
"Spring 2026",Physics,36445,PHYC," 10L",004,"Conceptual Physics Laboratory",33,24,,,0,0,Lab,W,1110,1400,SCIE,158,Ocean,1/9/2026,5/20/2026,Evans
"Spring 2026",Physics,32756,PHYC," 2BC",931,"Intro Phys II-Calc Supp",30,45,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,2/23/2026,5/20/2026,Cauthen
"Spring 2026",Physics,30979,PHYC," 2BL",001,"Intro to Physics Laboratory II",24,24,,,0,0,Lab,T,1110,1400,SCIE,159,Ocean,1/9/2026,5/20/2026,Evans
"Spring 2026",Physics,36017,PHYC," 2BL",002,"Intro to Physics Laboratory II",23,24,,,0,0,Lab,R,1110,1400,SCIE,159,Ocean,1/9/2026,5/20/2026,Evans
"Spring 2026",Physics,30981,PHYC," 2BL",501,"Intro to Physics Laboratory II",24,24,,,0,0,Lab,W,1840,2130,SCIE,159,Ocean,1/9/2026,5/20/2026,Ng
"Spring 2026",Physics,31383,PHYC," 4AL",001,"Mech Lab For Sci & Eng",24,24,,,0,0,Lab,W,1410,1700,SCIE,179,Ocean,1/9/2026,5/20/2026,King
"Spring 2026",Physics,30276,PHYC," 4AL",002,"Mech Lab For Sci & Eng",24,24,,,0,0,Lab,R,1110,1400,SCIE,179,Ocean,1/9/2026,5/20/2026,King
"Spring 2026",Physics,35460,PHYC," 4AL",003,"Mech Lab For Sci & Eng",25,24,,,0,0,Lab,R,1410,1700,SCIE,179,Ocean,1/9/2026,5/20/2026,King
"Spring 2026",Physics,30982,PHYC," 4AL",004,"Mech Lab For Sci & Eng",22,24,,,0,0,Lab,F,1410,1700,SCIE,179,Ocean,1/9/2026,5/20/2026,King
"Spring 2026",Physics,30278,PHYC," 4BL",001,"E&M Lab For Sci & Eng",27,24,,,0,0,Lab,M,1410,1700,SCIE,158,Ocean,1/9/2026,5/20/2026,Bollinger
"Spring 2026",Physics,31909,PHYC," 4BL",002,"E&M Lab For Sci & Eng",25,24,,,0,0,Lab,W,1410,1700,SCIE,158,Ocean,1/9/2026,5/20/2026,Bollinger
"Spring 2026",Physics,32301,PHYC," 4BL",003,"E&M Lab For Sci & Eng",23,24,,,0,0,Lab,F,1410,1700,SCIE,158,Ocean,1/9/2026,5/20/2026,Bollinger
"Spring 2026",Physics,35936,PHYC," 4CL",001,"Wave & Therm Lab For Sci & Eng",26,24,,,0,0,Lab,M,1510,1800,SCIE,159,Ocean,1/9/2026,5/20/2026,Yadak
"Spring 2026",Physics,35937,PHYC," 4CL",002,"Wave & Therm Lab For Sci & Eng",26,24,,,0,0,Lab,W,1510,1800,SCIE,159,Ocean,1/9/2026,5/20/2026,Yadak
"Spring 2026",Physics,36443,PHYC," 4CL",003,"Wave & Therm Lab For Sci & Eng",26,24,,,0,0,Lab,"F; F","1410; 1410","1700; 1700","SCIE; SCIE","159; 159",Ocean,1/9/2026,5/20/2026,"Evans; Yadak"
"Spring 2026",Physics,35943,PHYC," 4DL",001,"Mod. Phys Lab For Sci & Eng",13,16,,,0,0,Lab,W,0910,1200,SCIE,190,Ocean,1/9/2026,5/20/2026,Cauthen
"Spring 2026",Physics,35749,PHYC," 4DL",002,"Mod. Phys Lab For Sci & Eng",19,16,,,0,0,Lab,W,1210,1500,SCIE,190,Ocean,1/9/2026,5/20/2026,Cauthen
